song_name,genre,speaker_id,dry_weight,weight0,weight1,weight2,water_loss1,water_loss2,total_water_loss,length,chroma_stft_mean,chroma_stft_var,rms_mean,rms_var,spectral_centroid_mean,spectral_centroid_var,spectral_bandwidth_mean,spectral_bandwidth_var,rolloff_mean,rolloff_var,zero_crossing_rate_mean,zero_crossing_rate_var,harmony_mean,harmony_var,perceptr_mean,perceptr_var,tempo,mfcc1_mean,mfcc1_var,mfcc2_mean,mfcc2_var,mfcc3_mean,mfcc3_var,mfcc4_mean,mfcc4_var,mfcc5_mean,mfcc5_var,mfcc6_mean,mfcc6_var,mfcc7_mean,mfcc7_var,mfcc8_mean,mfcc8_var,mfcc9_mean,mfcc9_var,mfcc10_mean,mfcc10_var,mfcc11_mean,mfcc11_var,mfcc12_mean,mfcc12_var,mfcc13_mean,mfcc13_var,mfcc14_mean,mfcc14_var,mfcc15_mean,mfcc15_var,mfcc16_mean,mfcc16_var,mfcc17_mean,mfcc17_var,mfcc18_mean,mfcc18_var,mfcc19_mean,mfcc19_var,mfcc20_mean,mfcc20_var,label
blues.00005.wav,blues,1,2.1399,2.9003,2.8827,2.8725,0.0176,0.0102,0.0278,661794,0.3024562895,0.08753237873,0.1034936383,0.003980508074,1831.99394,1030482.37,1729.653287,201910.5086,3481.517592,3274439.958,0.09404153374,0.006233195615,1.96E-07,0.008082612418,-2.65E-05,0.003242043545,69.83741554,-177.7742462,7307.416992,118.2054825,3195.212891,-17.56587982,654.3738403,30.76239777,485.74646,-21.74784088,433.4100037,11.92099476,266.3915405,-20.73099518,169.7417297,3.186577797,133.7368469,-8.586038589,172.2293854,-0.9328514934,100.1260681,-11.77243423,76.54654694,-2.405832529,78.70781708,-9.343665123,80.29009247,-9.936209679,47.55205154,-3.903994799,60.07110214,-5.576589108,72.54922485,-1.838262796,68.70202637,-2.783799887,42.44745255,-3.047909021,39.80878448,-8.109991074,46.31100464,blues
blues.00005.wav,blues,2,1.7937,2.4703,2.4558,2.4486,0.0145,0.0072,0.0217,661794,0.3024562895,0.08753237873,0.1034936383,0.003980508074,1831.99394,1030482.37,1729.653287,201910.5086,3481.517592,3274439.958,0.09404153374,0.006233195615,1.96E-07,0.008082612418,-2.65E-05,0.003242043545,69.83741554,-177.7742462,7307.416992,118.2054825,3195.212891,-17.56587982,654.3738403,30.76239777,485.74646,-21.74784088,433.4100037,11.92099476,266.3915405,-20.73099518,169.7417297,3.186577797,133.7368469,-8.586038589,172.2293854,-0.9328514934,100.1260681,-11.77243423,76.54654694,-2.405832529,78.70781708,-9.343665123,80.29009247,-9.936209679,47.55205154,-3.903994799,60.07110214,-5.576589108,72.54922485,-1.838262796,68.70202637,-2.783799887,42.44745255,-3.047909021,39.80878448,-8.109991074,46.31100464,blues
blues.00006.wav,blues,1,1.78,2.4967,2.4791,2.47,0.0176,0.0091,0.0267,661794,0.2913279831,0.09398132563,0.1418741494,0.008803188801,1459.366472,437859.3981,1389.009131,185023.2395,2795.610963,1621442.025,0.07305223741,0.001909170668,-9.67E-06,0.016923327,-2.24E-05,0.00595394196,71.77734375,-190.0523682,9656.535156,130.2890778,1932.795776,-36.36953354,1307.488159,33.02903366,480.3520508,11.10878277,1083.64856,-0.6055834889,280.7781372,-20.87185478,152.2630463,0.2730247676,102.9159393,-6.486139297,130.9452362,-5.516766548,153.4506531,-7.83975172,87.44084167,-3.128592491,64.2256546,-6.596197128,79.12597656,-9.950378418,63.19026566,-6.535177231,86.37913513,-10.06805134,83.24824524,-10.91317558,56.90215302,-6.971335888,38.23180008,-3.436504602,48.23574066,-6.483465672,70.17036438,blues
blues.00006.wav,blues,2,1.8676,2.5705,2.5544,2.5439,0.0161,0.0105,0.0266,661794,0.2913279831,0.09398132563,0.1418741494,0.008803188801,1459.366472,437859.3981,1389.009131,185023.2395,2795.610963,1621442.025,0.07305223741,0.001909170668,-9.67E-06,0.016923327,-2.24E-05,0.00595394196,71.77734375,-190.0523682,9656.535156,130.2890778,1932.795776,-36.36953354,1307.488159,33.02903366,480.3520508,11.10878277,1083.64856,-0.6055834889,280.7781372,-20.87185478,152.2630463,0.2730247676,102.9159393,-6.486139297,130.9452362,-5.516766548,153.4506531,-7.83975172,87.44084167,-3.128592491,64.2256546,-6.596197128,79.12597656,-9.950378418,63.19026566,-6.535177231,86.37913513,-10.06805134,83.24824524,-10.91317558,56.90215302,-6.971335888,38.23180008,-3.436504602,48.23574066,-6.483465672,70.17036438,blues
blues.00007.wav,blues,1,1.7435,2.4551,2.443,2.4299,0.0121,0.0131,0.0252,661794,0.3079547882,0.09290287644,0.1318221837,0.005531143397,1451.667066,449568.1625,1577.270941,168211.9388,2954.83676,1629129.972,0.06144224611,0.001848816272,1.94E-05,0.01322303247,-4.81E-05,0.004838658497,92.28515625,-179.3471375,6573.921875,136.4690094,1479.24939,-26.67313766,591.631958,39.98424149,352.5464478,5.304416656,650.2316284,10.92861176,136.3041534,-20.56482697,163.7718048,8.511157036,151.2949829,-11.35724926,171.943161,-3.468345881,178.1850739,-8.419937134,147.507843,-6.949715614,83.7183075,-3.539139509,93.3214035,-8.041617393,57.4900856,-8.96067524,82.21691132,-8.426082611,70.43843842,-10.56893539,52.09089279,-10.78451538,60.46133041,-4.690677643,65.54751587,-8.630722046,56.40143585,blues
blues.00007.wav,blues,2,1.472,2.0662,2.0529,2.0409,0.0133,0.012,0.0253,661794,0.3079547882,0.09290287644,0.1318221837,0.005531143397,1451.667066,449568.1625,1577.270941,168211.9388,2954.83676,1629129.972,0.06144224611,0.001848816272,1.94E-05,0.01322303247,-4.81E-05,0.004838658497,92.28515625,-179.3471375,6573.921875,136.4690094,1479.24939,-26.67313766,591.631958,39.98424149,352.5464478,5.304416656,650.2316284,10.92861176,136.3041534,-20.56482697,163.7718048,8.511157036,151.2949829,-11.35724926,171.943161,-3.468345881,178.1850739,-8.419937134,147.507843,-6.949715614,83.7183075,-3.539139509,93.3214035,-8.041617393,57.4900856,-8.96067524,82.21691132,-8.426082611,70.43843842,-10.56893539,52.09089279,-10.78451538,60.46133041,-4.690677643,65.54751587,-8.630722046,56.40143585,blues
blues.00008.wav,blues,1,1.7468,2.4222,2.4067,2.3956,0.0155,0.0111,0.0266,661794,0.4088792205,0.08651247621,0.1424164921,0.001507156063,1719.368948,163282.8454,2031.740381,105542.7182,3782.316288,1262916.989,0.06402488762,0.0007314817439,2.26E-06,0.01270208135,-1.97E-05,0.003465381917,83.35433468,-121.363945,2622.194824,122.5066681,414.5058899,-14.73819637,341.2171326,46.13106537,193.6212769,-8.181879044,177.164032,20.18296242,107.0175705,-19.17337799,57.66452026,23.03913879,77.06928253,-11.83822346,42.60453033,21.15999794,58.66766357,-6.718366146,48.94551086,6.992540836,56.43088531,-12.73059559,61.98458099,5.06132412,50.53212738,-5.183214664,32.96713257,-1.452559471,50.56375122,-7.041823864,28.8949337,2.695247889,36.88956833,3.412305355,33.69859695,-2.715692043,36.41843033,blues
blues.00008.wav,blues,2,1.9911,2.7845,2.7643,2.7493,0.0202,0.015,0.0352,661794,0.4088792205,0.08651247621,0.1424164921,0.001507156063,1719.368948,163282.8454,2031.740381,105542.7182,3782.316288,1262916.989,0.06402488762,0.0007314817439,2.26E-06,0.01270208135,-1.97E-05,0.003465381917,83.35433468,-121.363945,2622.194824,122.5066681,414.5058899,-14.73819637,341.2171326,46.13106537,193.6212769,-8.181879044,177.164032,20.18296242,107.0175705,-19.17337799,57.66452026,23.03913879,77.06928253,-11.83822346,42.60453033,21.15999794,58.66766357,-6.718366146,48.94551086,6.992540836,56.43088531,-12.73059559,61.98458099,5.06132412,50.53212738,-5.183214664,32.96713257,-1.452559471,50.56375122,-7.041823864,28.8949337,2.695247889,36.88956833,3.412305355,33.69859695,-2.715692043,36.41843033,blues
blues.00009.wav,blues,1,1.7759,2.4649,2.453,2.4394,0.0119,0.0136,0.0255,661794,0.273950398,0.0923159644,0.08131366223,0.004346864764,1817.150863,298236.1412,1973.773306,114070.1126,3943.490565,1367638.235,0.07917482357,0.001377659053,-1.66E-06,0.007221407257,-2.33E-05,0.001676929067,80.74951172,-213.2399902,6133.72168,115.1656036,798.2787476,-11.6934309,668.9616699,39.01427078,350.708374,-20.34127808,531.9755249,13.07760525,278.8181458,-9.173518181,126.7261429,9.011446953,68.01216888,-14.10063362,110.0748901,4.265942097,92.64541626,-6.04616785,84.93377686,3.782206535,104.4496536,0.2217994928,76.33885956,-5.109399319,85.39025879,-0.4102304578,103.9884262,-1.179920077,59.3146019,-1.916804314,58.41843796,-2.292660713,83.20523071,2.881967068,77.08222198,-4.235202789,91.46881104,blues
blues.00009.wav,blues,2,1.9536,2.6605,2.6462,2.6359,0.0143,0.0103,0.0246,661794,0.273950398,0.0923159644,0.08131366223,0.004346864764,1817.150863,298236.1412,1973.773306,114070.1126,3943.490565,1367638.235,0.07917482357,0.001377659053,-1.66E-06,0.007221407257,-2.33E-05,0.001676929067,80.74951172,-213.2399902,6133.72168,115.1656036,798.2787476,-11.6934309,668.9616699,39.01427078,350.708374,-20.34127808,531.9755249,13.07760525,278.8181458,-9.173518181,126.7261429,9.011446953,68.01216888,-14.10063362,110.0748901,4.265942097,92.64541626,-6.04616785,84.93377686,3.782206535,104.4496536,0.2217994928,76.33885956,-5.109399319,85.39025879,-0.4102304578,103.9884262,-1.179920077,59.3146019,-1.916804314,58.41843796,-2.292660713,83.20523071,2.881967068,77.08222198,-4.235202789,91.46881104,blues
blues.00010.wav,blues,1,1.9184,2.6431,2.6323,2.623,0.0108,0.0093,0.0201,661794,0.3039933145,0.09470293671,0.1428650618,0.009200276807,1409.955256,205666.8387,1512.310265,145008.8051,2765.900805,1427843.942,0.06295882577,0.0004415341144,-0.0001110323647,0.02176810801,8.67E-05,0.003975489177,161.4990234,-173.7924957,8144.119141,137.1867065,1083.690308,-23.72404861,1028.671143,26.9784317,495.5482483,-16.65769577,289.8266296,4.180882454,160.6587372,-12.55992985,150.3272552,5.832184315,82.51726532,-2.874319077,108.608284,-1.19741869,65.78220367,-1.954835176,55.65069199,1.801500678,57.91913605,-2.989647627,93.91384125,-1.866656542,40.12171936,-0.792742908,49.72378922,-3.015966654,63.06918335,-0.4400537014,57.07331467,-1.994551659,55.65847397,-0.748470068,47.1804924,-4.991313457,46.59056473,blues
blues.00010.wav,blues,2,2.0903,2.8883,2.8724,2.8596,0.0159,0.0128,0.0287,661794,0.3039933145,0.09470293671,0.1428650618,0.009200276807,1409.955256,205666.8387,1512.310265,145008.8051,2765.900805,1427843.942,0.06295882577,0.0004415341144,-0.0001110323647,0.02176810801,8.67E-05,0.003975489177,161.4990234,-173.7924957,8144.119141,137.1867065,1083.690308,-23.72404861,1028.671143,26.9784317,495.5482483,-16.65769577,289.8266296,4.180882454,160.6587372,-12.55992985,150.3272552,5.832184315,82.51726532,-2.874319077,108.608284,-1.19741869,65.78220367,-1.954835176,55.65069199,1.801500678,57.91913605,-2.989647627,93.91384125,-1.866656542,40.12171936,-0.792742908,49.72378922,-3.015966654,63.06918335,-0.4400537014,57.07331467,-1.994551659,55.65847397,-0.748470068,47.1804924,-4.991313457,46.59056473,blues
blues.00011.wav,blues,1,1.7642,2.59,2.5657,2.5523,0.0243,0.0134,0.0377,661794,0.367152065,0.102328755,0.06574068964,0.002499910304,1352.659665,512135.0899,1756.779795,220626.792,2880.777863,2933408.182,0.04393058476,0.001895712372,8.72E-06,0.00501176808,-1.42E-05,0.000633673626,161.4990234,-287.9237366,5931.473145,124.0187531,996.1501465,5.469891548,302.2088623,33.65740967,344.6201477,1.095497131,441.3497314,14.70533466,235.3822784,-4.877008438,149.7242279,8.670524597,189.3852692,0.7854049802,148.72995,6.579526901,114.2625656,-4.874973774,93.77970123,-3.178223848,84.17617798,-5.536157608,65.99601746,-6.784435749,60.7253952,-2.648156166,55.42577744,-2.994558811,54.57680893,-3.386818171,39.84064484,-1.852647424,46.74970627,1.839963078,37.06648254,-4.890803337,28.14918137,blues
blues.00011.wav,blues,2,2.1034,3.004,2.9835,2.9758,0.0205,0.0077,0.0282,661794,0.367152065,0.102328755,0.06574068964,0.002499910304,1352.659665,512135.0899,1756.779795,220626.792,2880.777863,2933408.182,0.04393058476,0.001895712372,8.72E-06,0.00501176808,-1.42E-05,0.000633673626,161.4990234,-287.9237366,5931.473145,124.0187531,996.1501465,5.469891548,302.2088623,33.65740967,344.6201477,1.095497131,441.3497314,14.70533466,235.3822784,-4.877008438,149.7242279,8.670524597,189.3852692,0.7854049802,148.72995,6.579526901,114.2625656,-4.874973774,93.77970123,-3.178223848,84.17617798,-5.536157608,65.99601746,-6.784435749,60.7253952,-2.648156166,55.42577744,-2.994558811,54.57680893,-3.386818171,39.84064484,-1.852647424,46.74970627,1.839963078,37.06648254,-4.890803337,28.14918137,blues
blues.00012.wav,blues,1,1.8733,2.5471,2.5381,2.5284,0.009,0.0097,0.0187,661794,0.2693911195,0.09390164912,0.1190460548,0.004052797332,1360.641197,257065.39,1567.565225,45236.51136,2738.638738,952898.8674,0.06909500677,0.002380562344,-2.90E-06,0.01253015734,-5.91E-05,0.002633024938,184.5703125,-207.2233124,4575.482422,132.8305511,666.289856,-15.4288435,934.8248291,60.97092438,331.4803162,0.7298721075,313.2835693,12.43764687,101.2825394,1.182799578,108.5778809,-1.546623349,111.4805222,-17.87943649,96.59264374,8.352728844,95.0617981,-2.458161592,139.6365051,-0.6033850312,92.78259277,0.3859608769,86.47475433,2.599546194,53.72135925,-5.179266453,45.84481812,-9.523479462,69.26906586,-9.242835045,63.7174263,-2.855027676,68.79476166,-1.427161813,112.2190857,-5.931977749,91.43898773,blues
blues.00012.wav,blues,2,1.9834,2.7894,2.7747,2.7643,0.0147,0.0104,0.0251,661794,0.2693911195,0.09390164912,0.1190460548,0.004052797332,1360.641197,257065.39,1567.565225,45236.51136,2738.638738,952898.8674,0.06909500677,0.002380562344,-2.90E-06,0.01253015734,-5.91E-05,0.002633024938,184.5703125,-207.2233124,4575.482422,132.8305511,666.289856,-15.4288435,934.8248291,60.97092438,331.4803162,0.7298721075,313.2835693,12.43764687,101.2825394,1.182799578,108.5778809,-1.546623349,111.4805222,-17.87943649,96.59264374,8.352728844,95.0617981,-2.458161592,139.6365051,-0.6033850312,92.78259277,0.3859608769,86.47475433,2.599546194,53.72135925,-5.179266453,45.84481812,-9.523479462,69.26906586,-9.242835045,63.7174263,-2.855027676,68.79476166,-1.427161813,112.2190857,-5.931977749,91.43898773,blues
blues.00013.wav,blues,1,1.9447,2.7315,2.7127,2.6959,0.0188,0.0168,0.0356,661794,0.2647128105,0.09117574245,0.1131698266,0.004188918043,1324.293218,171474.9931,1828.039254,78278.56676,2710.2692,1074400.279,0.05140170328,0.001255387821,-1.60E-05,0.01268071868,-6.10E-05,0.001604579156,107.6660156,-209.8261566,1969.792114,124.4632187,541.6416016,10.34245396,662.9674072,47.01090622,148.6479797,6.508125305,102.0747299,15.41051769,146.4034271,-2.005107403,69.79351807,6.706564426,76.44962311,-21.55763245,96.3316803,10.71840668,95.94818878,-5.523688316,90.61988831,-2.199805498,59.18162537,-3.034864902,52.44147491,8.644536972,71.74049377,-0.3037206233,68.46069336,-0.6379480958,88.57669067,-2.938426256,97.40618896,-1.704516411,104.2687302,-1.768188953,88.8683548,-7.762180805,113.9241562,blues
blues.00013.wav,blues,2,1.9462,2.7398,2.7194,2.7085,0.0204,0.0109,0.0313,661794,0.2647128105,0.09117574245,0.1131698266,0.004188918043,1324.293218,171474.9931,1828.039254,78278.56676,2710.2692,1074400.279,0.05140170328,0.001255387821,-1.60E-05,0.01268071868,-6.10E-05,0.001604579156,107.6660156,-209.8261566,1969.792114,124.4632187,541.6416016,10.34245396,662.9674072,47.01090622,148.6479797,6.508125305,102.0747299,15.41051769,146.4034271,-2.005107403,69.79351807,6.706564426,76.44962311,-21.55763245,96.3316803,10.71840668,95.94818878,-5.523688316,90.61988831,-2.199805498,59.18162537,-3.034864902,52.44147491,8.644536972,71.74049377,-0.3037206233,68.46069336,-0.6379480958,88.57669067,-2.938426256,97.40618896,-1.704516411,104.2687302,-1.768188953,88.8683548,-7.762180805,113.9241562,blues
blues.00014.wav,blues,1,1.9844,2.8482,2.8278,2.8167,0.0204,0.0111,0.0315,661794,0.3290363252,0.108111456,0.06705453247,0.002716969931,1171.848227,147278.5459,1705.519299,96584.44337,2344.246382,877596.5562,0.04503667585,0.001559970832,-0.0001189581089,0.004717060365,-0.0001973333856,0.001199741033,151.9990809,-305.6547241,8194.195313,113.0863419,683.2160645,12.11442757,1462.424438,45.03370285,224.9457245,17.76282501,250.1339874,14.57332897,154.8947754,4.159430027,157.2236786,0.213544786,167.2480927,-7.026994705,97.64789581,13.64199162,76.81679535,8.929174423,89.87432098,1.303005934,62.80845261,5.961250782,64.33977509,8.549221992,76.02554321,1.124606371,137.0775757,0.6026934385,67.75411224,0.05486314744,96.6685791,-3.722265482,65.74513245,-0.994969368,89.35256958,-1.800288796,113.5205688,blues
blues.00014.wav,blues,2,1.5819,2.309,2.2918,2.2792,0.0172,0.0126,0.0298,661794,0.3290363252,0.108111456,0.06705453247,0.002716969931,1171.848227,147278.5459,1705.519299,96584.44337,2344.246382,877596.5562,0.04503667585,0.001559970832,-0.0001189581089,0.004717060365,-0.0001973333856,0.001199741033,151.9990809,-305.6547241,8194.195313,113.0863419,683.2160645,12.11442757,1462.424438,45.03370285,224.9457245,17.76282501,250.1339874,14.57332897,154.8947754,4.159430027,157.2236786,0.213544786,167.2480927,-7.026994705,97.64789581,13.64199162,76.81679535,8.929174423,89.87432098,1.303005934,62.80845261,5.961250782,64.33977509,8.549221992,76.02554321,1.124606371,137.0775757,0.6026934385,67.75411224,0.05486314744,96.6685791,-3.722265482,65.74513245,-0.994969368,89.35256958,-1.800288796,113.5205688,blues
