rms_mean,rms_var,spectral_centroid_mean,spectral_centroid_var,spectral_bandwidth_mean,spectral_bandwidth_var,zero_crossing_rate_mean,zero_crossing_rate_var,mfcc1_mean,mfcc1_var,mfcc2_mean,mfcc2_var,mfcc3_mean,mfcc3_var,mfcc4_mean,mfcc4_var,mfcc5_mean,mfcc5_var,mfcc6_mean,mfcc6_var,mfcc7_mean,mfcc7_var,mfcc8_mean,mfcc8_var,mfcc9_mean,mfcc9_var,mfcc10_mean,mfcc10_var,mfcc11_mean,mfcc11_var,mfcc12_mean,mfcc12_var,mfcc13_mean,mfcc13_var,mfcc14_mean,mfcc14_var,mfcc15_mean,mfcc15_var,mfcc16_mean,mfcc16_var,mfcc17_mean,mfcc17_var,mfcc18_mean,mfcc18_var,mfcc19_mean,mfcc19_var,mfcc20_mean,mfcc20_var,file_name,file_path
0.1597074,0.0032897715,3279.8141593634896,524908.4049780793,3026.254424306162,100140.36726809983,0.17286800230988777,0.0042883949448468545,-35.24257,2822.0059,61.26011,351.59662,14.046232,433.42004,28.653242,256.66702,4.319745,157.74677,-1.3691522,142.63202,-0.786874,72.26025,5.131259,60.653286,5.359301,59.032726,1.2229179,63.660713,-7.2614527,71.910446,-0.5196875,42.364555,0.21518965,47.346905,-1.2990372,38.82654,-0.111038774,42.811356,-1.2549155,43.520252,-2.5271938,49.68742,0.5830445,59.68741,1.5801679,62.33486,-1.7233945,60.862072,pop.00009.wav,/Users/rgu/Desktop/UROPs/UROP4/genres_original/pop/pop.00009.wav
0.28262398,0.009588009,3194.1366487511664,532156.065661417,3052.893292770623,108548.26913476507,0.15943894519156346,0.004137484237802639,24.48117,3028.1282,68.96619,415.26645,-4.2094235,316.24387,-1.0324231,209.2665,5.2498436,115.69696,2.9864826,123.946655,4.336893,77.12872,4.2873178,75.010056,6.424032,65.255356,3.6306148,63.9947,0.114866525,50.556152,-0.002120771,57.32668,2.0674808,45.642467,1.547877,48.98003,3.9950862,50.90071,2.8134441,50.887554,2.1989908,52.65572,1.5771259,49.961567,-0.4711193,43.76533,0.5249719,44.737328,pop.00035.wav,/Users/rgu/Desktop/UROPs/UROP4/genres_original/pop/pop.00035.wav
0.1935958,0.010429568,3502.6951187965155,816051.7260744252,3026.9807113529514,153818.01420682046,0.18705347964638158,0.007857395777639978,-23.062805,6869.1562,53.834343,834.79395,-0.7224983,349.05237,14.705197,147.80646,4.8690214,142.52798,6.7171717,135.46196,4.831013,81.36904,4.950964,73.25484,4.262894,77.61992,3.1007948,78.605156,2.5433826,40.289402,2.9807098,64.22667,4.638899,41.0097,2.8540676,31.207527,2.1726909,31.70682,1.0635586,26.60378,-0.46931958,23.480618,0.39030805,28.760382,-1.16673,29.497847,0.54562914,28.96401,pop.00021.wav,/Users/rgu/Desktop/UROPs/UROP4/genres_original/pop/pop.00021.wav
0.24814244,0.0074309474,3487.34049758747,667993.2490671655,3132.1989469126593,82507.21205640968,0.17978141477602555,0.006715497679780671,13.553553,3278.2786,58.208096,396.34763,-2.1973996,312.5928,5.01223,190.52393,8.070624,126.353645,-0.48016834,142.70436,4.10458,85.40869,2.2585354,106.26625,4.2931457,84.89686,3.5856423,84.7134,-0.5041348,61.904564,2.4215658,56.736553,1.8813025,61.80137,2.1746643,58.552654,1.9415158,48.115585,-0.17126189,43.752335,-0.6157174,45.55591,0.75384164,49.459705,0.7336511,62.45077,2.019119,66.19089,pop.00020.wav,/Users/rgu/Desktop/UROPs/UROP4/genres_original/pop/pop.00020.wav
0.18754852,0.004669635,3142.0373857693053,1060619.2061895258,3230.6260233232706,125914.1410372206,0.13108858752176858,0.0071948744181095925,-59.547466,4515.258,77.29563,751.1862,26.371502,405.77673,3.1785204,281.30267,6.7557287,192.28596,-0.05963718,251.34982,-0.6301229,140.51097,-0.68695897,108.38389,4.1449666,108.723236,-0.44944277,90.146416,-4.546345,74.869606,-3.5628228,53.889477,-2.201502,59.08416,-3.555998,56.2735,0.25642753,48.908825,-4.6785026,62.984077,-4.604004,79.041794,-3.743263,70.79246,-1.3855584,97.40519,-0.8438679,90.00428,pop.00034.wav,/Users/rgu/Desktop/UROPs/UROP4/genres_original/pop/pop.00034.wav
0.1954786,0.0018972247,2885.3476896845973,974963.7220093895,3009.5729017881245,142146.19088106218,0.12133637891834366,0.007912620669108077,-52.401375,2217.8762,74.020004,602.0794,12.678104,636.8782,24.506872,160.60358,21.101122,119.18231,1.893306,145.91562,6.80415,85.1549,4.726533,59.96199,8.411203,68.417,8.245781,56.121372,-2.2760444,60.183193,-1.1986433,47.91696,-2.6755207,40.096657,0.26266965,49.7149,-1.0642427,32.456223,-0.8428674,42.3486,-1.2526215,60.573456,-2.3349092,53.440468,3.8148348,54.576336,0.29728073,89.13289,pop.00008.wav,/Users/rgu/Desktop/UROPs/UROP4/genres_original/pop/pop.00008.wav
0.19615278,0.006238915,3206.1615658994747,837755.6150682326,3126.1583594804597,128270.46864462203,0.141640866873065,0.00697388712254157,-45.695072,4334.37,65.28636,576.73895,12.930307,452.89386,14.518023,262.12567,7.0411716,113.182106,4.3962975,185.78752,6.632739,149.94875,3.3047836,86.93002,7.729178,77.39889,4.0671287,77.49883,3.6651914,50.79616,2.604037,59.02885,4.048093,57.766853,2.3847296,59.289093,1.7805246,42.336735,-2.393501,41.97705,-1.3446598,54.847076,-2.875323,78.75526,-0.84542495,74.7537,-2.5924408,65.05051,pop.00022.wav,/Users/rgu/Desktop/UROPs/UROP4/genres_original/pop/pop.00022.wav
0.25655988,0.0071447566,2944.450961220969,1256011.8003908396,3162.3161073949586,214099.7407467362,0.11514782979392414,0.008236049943477878,-44.178417,4483.9526,76.17988,817.5397,22.906803,508.35547,16.801798,295.32892,22.999483,166.7469,3.2762566,233.48738,6.912563,111.8541,0.1008588,80.49468,6.491146,63.775265,6.543649,94.53894,0.8582147,45.514694,2.7263207,44.416042,4.516205,51.285423,2.8540134,54.80809,1.3180615,46.99903,1.796887,50.297012,0.37971535,65.43154,-1.113339,76.84011,-0.43483922,75.36333,1.5637918,71.96241,pop.00036.wav,/Users/rgu/Desktop/UROPs/UROP4/genres_original/pop/pop.00036.wav
0.24094766,0.008044309,3237.017312689102,630335.4996755546,2954.2396244109623,166892.1677786587,0.16492114938080496,0.0038328642550538483,4.8395333,4032.746,64.4924,522.76587,-2.4852087,740.9801,10.410741,250.29271,3.2448783,118.46689,7.824524,160.87769,3.104304,92.47442,1.4087094,116.47276,6.7505126,95.7358,4.887346,90.773766,3.280448,69.48207,1.7437948,67.61842,3.330119,54.209324,2.3481653,59.58386,1.427992,41.412422,-0.6037574,47.310177,-2.181709,38.864098,-1.5999858,51.88489,-0.61009145,57.33819,-4.055425,53.095654,pop.00037.wav,/Users/rgu/Desktop/UROPs/UROP4/genres_original/pop/pop.00037.wav
0.21074896,0.007250501,3759.103095588293,1458201.459550216,3293.7479129996623,179979.27067688157,0.1777283281733746,0.010047806453752368,-44.24078,4671.538,51.350735,981.4164,24.97804,728.39777,12.153901,385.68658,10.866418,177.40228,7.605855,198.1992,8.213957,133.09926,-0.76746035,103.26267,5.945449,122.41414,4.7557364,90.26494,-2.507956,70.701385,1.3189098,71.29425,-1.9565536,69.31027,-0.4484336,58.08937,0.24146876,57.764034,-2.001442,64.60793,-1.9649432,68.45304,-1.0338697,68.48637,0.5171394,56.28385,-0.38297907,92.07242,pop.00023.wav,/Users/rgu/Desktop/UROPs/UROP4/genres_original/pop/pop.00023.wav
0.22280516,0.008643234,3143.769017660393,614624.2269498429,3016.6836948649534,115971.17641645628,0.13571932293682276,0.0055261146666075725,-47.927467,3177.5522,54.15836,521.95233,-3.9988897,694.7018,21.510473,299.69925,13.891443,183.5291,6.0014186,237.19122,13.759021,169.87253,1.0651588,143.33322,6.7232323,84.879875,6.2301707,98.814545,1.6226969,66.20345,0.4527282,64.16942,2.4149714,80.871185,-5.5966773,77.6063,0.3044288,62.64796,-1.0042275,56.622437,0.6391439,93.84693,1.258723,101.600716,2.0795968,109.5982,3.031994,81.42233,pop.00044.wav,/Users/rgu/Desktop/UROPs/UROP4/genres_original/pop/pop.00044.wav
0.20840986,0.006596126,3046.1895767181613,1376434.192397849,3095.457360514218,187100.54547605367,0.11871167823626161,0.007741832312752703,-78.0945,4124.5527,66.00149,1106.3354,24.569996,940.4468,25.6237,364.25464,13.84522,232.82169,3.601799,287.5801,16.21052,184.85583,0.5839755,150.16798,3.316698,110.86581,4.155751,100.051476,2.720497,97.00823,3.6532595,82.69313,1.4043972,66.44771,2.0101964,70.42431,-1.8023236,55.993595,-3.9550524,54.438515,-0.96033454,52.94917,-1.0128,56.49989,-0.46680367,52.973755,-0.75628996,66.95285,pop.00050.wav,/Users/rgu/Desktop/UROPs/UROP4/genres_original/pop/pop.00050.wav
0.22350436,0.013000967,3122.8400988851186,943470.557545413,2970.3185186503088,221945.51917196566,0.1427752137553212,0.008611799578715123,-42.73366,4612.8276,62.8273,1038.8684,4.764381,692.25275,24.071795,345.04355,9.645069,275.86227,-1.8805978,238.57361,9.260004,197.12662,-2.9637651,125.81074,3.1842926,130.57664,5.936587,111.27927,-4.7693524,97.185974,3.0256352,85.5996,-1.2374096,70.37143,-3.523916,53.55074,-0.31840548,49.967735,-1.4382981,46.290356,-1.8614143,50.994038,-0.023526171,64.90716,-0.72495395,73.99038,-0.98618865,66.39213,pop.00078.wav,/Users/rgu/Desktop/UROPs/UROP4/genres_original/pop/pop.00078.wav
0.19095477,0.002182814,3588.0519436985655,945424.596961209,3336.516749795063,109810.7177171202,0.14655882655282507,0.007799677059391021,-47.008926,1889.448,55.781696,711.33966,27.625526,434.13196,19.178783,233.71895,15.185532,110.86107,3.1765006,162.20532,5.624392,88.89659,1.6011999,99.38419,4.139201,87.24256,1.6209416,60.404533,-1.5833555,74.951546,-3.00282,45.981594,-7.6341414,69.59028,-3.8439023,51.85253,-8.112548,54.306065,-3.3700385,57.106236,-2.2701437,55.3698,4.499716,56.936775,1.4363087,63.726322,-0.38500896,41.480946,pop.00087.wav,/Users/rgu/Desktop/UROPs/UROP4/genres_original/pop/pop.00087.wav
0.24584691,0.007488329,3259.454416864352,391894.2647234852,3144.7512116822154,68465.60896369675,0.1317208588307856,0.0034782349020889697,-20.179363,1273.2731,57.76057,368.5893,16.807693,339.4155,18.25097,142.68166,8.974524,107.49314,14.910096,135.93753,2.6831105,79.97432,3.7632294,77.65683,1.1216196,72.88874,1.8570186,54.83605,-5.977512,48.910965,-3.6059856,46.94812,-3.6511261,50.230213,0.9131323,80.1927,-0.470754,64.365456,-0.40400687,51.621136,-4.6214676,57.495453,1.9640887,82.49543,1.5714015,88.18119,0.54444844,70.52182,pop.00093.wav,/Users/rgu/Desktop/UROPs/UROP4/genres_original/pop/pop.00093.wav
0.22715057,0.008310288,3271.0940282085303,868356.6674432319,2989.6932754283694,224096.59682015766,0.14539575724409828,0.006067875268744029,-25.888588,3181.021,60.878,759.298,6.0754294,679.1995,17.720701,229.88448,5.137805,178.64937,10.429923,129.30518,2.4649608,114.35173,4.9347353,100.134544,8.113826,97.37147,3.862242,105.53125,-0.1862783,76.56434,7.2463794,62.969772,4.9559717,85.817566,0.9266104,65.9423,-2.2993279,49.58476,1.5475613,48.34383,0.2242084,65.69597,1.9337543,73.32469,2.3751326,66.12,5.4418154,68.90716,pop.00092.wav,/Users/rgu/Desktop/UROPs/UROP4/genres_original/pop/pop.00092.wav
0.13251185,0.0014949883,3594.1135803496354,521847.4846102125,3170.8493552622963,63545.82583998695,0.18527798017850233,0.005887579194416768,-50.416885,1735.7771,56.42207,357.70172,12.561445,171.89137,11.279573,170.9859,-2.7451499,88.51999,1.3575362,116.33301,4.535426,78.0304,-0.96543396,75.963875,2.2924654,71.78402,2.7457774,67.507935,-1.9823612,54.53499,2.5927236,53.248657,-4.023699,49.005875,0.6786533,44.682053,-1.4034611,39.033516,3.323566,52.678165,3.0315814,60.337303,2.6334028,68.21772,2.0809624,64.23912,1.3604379,57.117996,pop.00086.wav,/Users/rgu/Desktop/UROPs/UROP4/genres_original/pop/pop.00086.wav
0.037568927,0.0003978566,1995.3839499918995,955415.0737038035,2425.1314412369506,309948.3648129821,0.07258024894785217,0.005610330754159379,-273.26678,7402.308,103.14631,1202.0925,8.724929,511.84732,31.694588,194.28694,12.514163,106.790825,3.4894853,188.03836,3.939862,73.078575,-0.16263214,64.71159,-3.9205017,73.331116,3.2286818,59.865204,-6.3758373,42.3723,-1.5363476,49.90933,-3.2101045,33.65401,-6.7755084,31.533098,-3.8126776,50.79054,-6.2399,41.747715,-5.617148,52.8743,-4.015267,50.08456,-2.3873382,56.418453,-3.0855725,59.51119,pop.00079.wav,/Users/rgu/Desktop/UROPs/UROP4/genres_original/pop/pop.00079.wav
0.21323475,0.004254066,4157.366640046764,1066880.4133586404,3451.6007631485145,132013.6019047199,0.23022328663167568,0.012447014310876388,-14.134924,3061.5547,44.37206,717.5081,12.693838,336.7242,10.145059,268.04236,11.267744,171.67065,3.9742334,184.42319,12.509181,121.68612,-2.1728857,100.08466,10.709107,94.20412,2.285272,73.126015,5.0416512,59.370647,-0.8686117,56.53964,3.8068235,79.9325,1.6663661,89.58616,1.5062318,95.167694,-0.19113684,78.6364,-1.0176628,98.81031,4.7820473,91.00746,4.861886,94.906364,3.0508697,66.16081,pop.00051.wav,/Users/rgu/Desktop/UROPs/UROP4/genres_original/pop/pop.00051.wav
0.20232524,0.00551569,2842.9786290071684,1167743.739082804,3039.2643006606445,334134.59552290203,0.12505007528299147,0.007400244365825595,-71.57646,5435.6836,81.11987,1129.5,16.355824,981.144,8.944461,399.23434,13.823162,246.6666,-0.73909056,271.7685,12.5165,220.76035,-0.6500335,155.73114,3.0410442,126.66725,3.0546687,125.96638,-3.213443,120.31903,-1.3290042,75.368935,-0.6500008,73.95865,-3.9979644,86.16592,-0.9454292,56.697865,1.9174865,61.134132,3.5306544,70.6428,5.9972224,105.56864,6.0985847,101.94122,2.569298,80.56286,pop.00045.wav,/Users/rgu/Desktop/UROPs/UROP4/genres_original/pop/pop.00045.wav
0.17215651,0.009290084,2639.4836851697596,1032264.0741379324,2753.508890468001,265047.8694417409,0.1070072894494969,0.009412167531581384,-145.91074,4415.194,62.544716,1648.6243,-23.112202,1786.28,-18.781122,545.5745,-14.769903,454.2796,-28.417648,245.35806,3.1344674,229.61238,-24.944342,266.00406,-13.633645,249.2032,-4.603083,206.32266,-24.388693,168.86476,-15.804509,117.871254,-17.458248,152.81894,-11.7038555,495.94287,-8.261032,321.40158,-13.851517,387.0076,-9.901907,205.38861,-11.982175,201.69084,-5.0311694,278.64362,-2.9011328,258.26508,pop.00053.wav,/Users/rgu/Desktop/UROPs/UROP4/genres_original/pop/pop.00053.wav
0.21585064,0.008277467,3150.1980221504023,827424.5066490318,3220.1636382934366,135012.1069578049,0.12744537447997292,0.00486138516805991,-45.029022,3542.0144,69.78675,830.67596,11.868823,404.1445,8.169519,337.84894,12.601884,203.51385,7.7506094,259.2661,11.301302,123.72065,0.2509459,129.47343,9.656871,113.806625,2.8057125,85.460655,3.8548648,75.90729,-0.8386382,64.46241,2.113431,83.03414,1.1228206,95.09336,0.012232518,112.3484,0.7664529,107.1573,-1.4710348,129.56859,3.664667,104.98465,4.46193,118.03667,4.201488,85.75254,pop.00047.wav,/Users/rgu/Desktop/UROPs/UROP4/genres_original/pop/pop.00047.wav
0.19412296,0.0022344918,3603.8856481429675,935784.032800982,3334.3507952392074,110506.39165399902,0.14762023358891255,0.007819749620772474,-44.701736,1913.3179,55.04956,685.6042,27.147043,438.6963,19.497766,227.10338,14.698956,116.54713,3.204958,164.32127,5.509134,89.87236,1.4236621,98.89796,4.496773,85.98169,1.3676054,59.47055,-1.6637216,74.81755,-3.5344498,45.39091,-7.9183006,69.09192,-3.5352833,51.928436,-8.19706,54.382133,-3.3912134,53.096367,-2.6599371,55.132317,4.2851195,57.001087,1.3537395,62.202496,-0.16929321,41.372345,pop.00090.wav,/Users/rgu/Desktop/UROPs/UROP4/genres_original/pop/pop.00090.wav
0.1793981,0.009423403,3262.492612366769,2603331.129343352,3047.001247785966,474102.69923695084,0.13596440837848298,0.01399180088181334,-112.34271,5022.093,59.76553,2329.2263,14.498209,917.45435,19.196423,262.92987,15.132058,313.8602,-3.1997323,252.04153,6.112019,200.04237,-6.6588955,158.56927,1.4638982,160.97093,-1.1853534,138.46788,-1.230944,132.97449,-0.75464857,100.26327,1.8862046,105.46222,-0.68647027,76.55858,-2.2942219,82.27348,-3.4897223,74.6605,-3.8911402,64.265175,-3.3895955,79.58114,-2.4308553,94.46053,-2.0912046,86.794495,pop.00084.wav,/Users/rgu/Desktop/UROPs/UROP4/genres_original/pop/pop.00084.wav
0.19533354,0.0044980445,2516.252093865006,1047145.9163608463,2465.5562992980854,392362.06557910296,0.12211793125967492,0.005885951052522937,-81.747505,7159.061,78.61239,1695.5958,-17.272175,1092.124,24.51321,301.41638,8.415311,270.81158,2.1342905,197.69408,5.5194845,222.53432,1.9411492,115.6094,8.803227,123.685844,-0.124483846,99.18957,0.4960937,70.2727,4.646136,64.402534,2.3923316,77.660194,5.5076127,92.06661,0.6216432,83.3057,-1.7998202,83.209625,2.3060107,91.34662,7.8473763,149.43846,5.0169845,103.89877,-3.3335898,92.559425,pop.00085.wav,/Users/rgu/Desktop/UROPs/UROP4/genres_original/pop/pop.00085.wav
0.26535234,0.008587406,3696.209683736573,770640.6998112515,3246.6380585017196,121599.1118584673,0.1668631255442144,0.009879655372081643,-8.388548,3051.0337,42.010338,462.08157,8.289088,597.9136,17.964884,329.98782,14.040731,223.66856,7.3482127,226.6367,5.7236004,165.17604,-1.9033116,104.86797,4.6039085,100.58115,2.0742161,68.9893,-1.0681009,65.630066,-0.6582174,64.651436,-2.43347,53.230522,-1.4772574,39.959522,-3.7640421,56.025864,-1.6547321,55.30937,-2.3751829,75.275024,0.0514199,81.78882,-0.99387044,89.1332,-2.6025493,65.91701,pop.00091.wav,/Users/rgu/Desktop/UROPs/UROP4/genres_original/pop/pop.00091.wav
0.2034032,0.0055616493,2838.1310091349756,1172303.4648399493,3045.735313748281,334989.2161683298,0.12223565541553792,0.007220423877192664,-72.13477,5431.4375,81.30449,1088.8483,16.723024,1012.82837,8.687472,404.91632,14.170203,248.15926,-1.0504982,264.5125,12.84768,221.45772,-0.5286075,160.1191,3.140896,131.4901,3.1597323,122.75748,-3.4745164,120.03739,-1.1335369,75.57592,-0.68414485,72.631546,-3.998539,88.66177,-1.0872025,57.604313,1.7847364,63.11495,3.4964347,72.04902,5.916145,110.87636,6.3434234,105.566925,2.4420166,80.990234,pop.00046.wav,/Users/rgu/Desktop/UROPs/UROP4/genres_original/pop/pop.00046.wav
0.32152417,0.020401614,3663.492206476917,1047103.1563302312,3276.58172835622,154819.56898044917,0.15611848152089783,0.010746126069050801,-39.930477,3835.4126,35.5665,580.3745,8.923263,500.3585,15.075975,422.35623,15.212366,263.99835,10.57315,280.34976,21.822695,180.34013,10.008517,156.80338,13.984269,103.71435,16.552145,100.22483,1.4770056,112.04266,3.2663703,76.21883,0.061213043,83.195564,0.96649605,62.5714,7.63575,87.28499,7.6461244,115.08296,9.410508,163.09,6.583318,107.6323,1.1942619,105.50473,-0.64518154,119.34336,pop.00052.wav,/Users/rgu/Desktop/UROPs/UROP4/genres_original/pop/pop.00052.wav
0.25001237,0.015156622,3682.949292476943,2137301.0302716624,3222.6792197883447,232950.1873148143,0.14566143968895123,0.017096745267283747,-80.37008,6042.748,35.93213,1680.4437,20.424831,877.81354,26.362528,448.45422,17.393515,245.26215,4.5758753,222.51881,13.4988785,160.85423,3.6206274,137.59966,7.3220434,137.59053,5.473982,140.65681,3.956348,111.569176,5.320452,104.90845,3.539476,109.3565,0.51605123,86.65315,0.19212304,80.033936,-1.1263471,92.687325,3.5275538,66.133934,1.4413803,71.51581,0.47287762,63.332836,-1.7972174,93.55435,pop.00056.wav,/Users/rgu/Desktop/UROPs/UROP4/genres_original/pop/pop.00056.wav
